Número da Compra;Número do Item;Descrição;Descrição Detalhada;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Marca;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento;UG;Quantidade Empenhada;Início da Vigência;Fim da Vigência;Capacidade de Empenho
160211-90003/2024;4;237975 - Rede esporte;Rede Esporte Material: Náilon , Aplicação: Futebol De Salão , Tamanho: Oficial;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;48.741.157/0001-02 - TOP ESPORTE COMERCIO DE ARTIGOS ESPORTIVOS LTDA;145.0;1.0;NEDEL;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Par;160211;0.0;;19/09/2025;145.0
160211-90003/2024;6;229737 - Colchonete ginástica;Colchonete Ginástica Material: Napa , Comprimento: 1 M, Largura: 0,50 M, Espessura: 0,05 M, Cor: Azul;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;5;47.476.474/0001-78 - SEGREDO INDUSTRIAL COMERCIO E REPRESENTACAO LTDA;30.0;0.0;COLCHONETE GINASTICA;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;5.0;;19/09/2025;0.0
160211-90003/2024;11;370706 - Haltere;Haltere Material: Ferro , Tipo: Maciço , Revestimento: Borracha Pvc - Cloreto De Polivinila , Forma: Bolas Nas Laterais , Peso: 10 KG, Cor: Azul;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;55.690.054/0001-18 - ORTHOVIDA COMERCIO E PRODUCAO INDUSTRIAL LTDA;163.0;0.0;HALTER;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;2.0;;19/09/2025;0.0
160211-90003/2024;15;471994 - Equipamento , acessórios desporto;Equipamento / Acessórios Desporto Tipo: Bomba , Material: Tubo De Policarbonato , Características Adicionais: Haste De Acrilato Nitrílica Butadieno Estireno, T , Uso: Bola;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;48.741.157/0001-02 - TOP ESPORTE COMERCIO DE ARTIGOS ESPORTIVOS LTDA;8.7;0.0;PUMP;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;2.0;;19/09/2025;0.0
160211-90003/2024;16;222431 - Medalha;Medalha Material: Metal , Cor: Bronze , Diâmetro: 50 MM, Finalidade: Honra Ao Mérito E Competição Desportiva;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;10;18.828.722/0001-02 - DOUGLAS ALAN HEINEN ESPORTES;3.14;10.0;Vitoria;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;0.0;;19/09/2025;31.400000000000002
160211-90003/2024;17;471251 - Troféu;Troféu Material: Acrílico , Material Base: Acrílico , Altura: 25 CM, Formato: De Acordo Projeto , Características Adicionais: Base Reta Com Largura De 10 M;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;46.202.155/0001-01 - RMR GRAFICA LTDA;44.9;0.0;RMR;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;2.0;;19/09/2025;0.0
160211-90003/2024;18;476038 - Bola voleibol;Bola Voleibol Material: Pvc , Peso Cheia: 250 A 260 G, Circunferência: 64 CM, Características Adicionais: Pintura Típica De Bola De Vôlei, Simulando Gomos , Aplicação: Volei De Quadra , Cor: Multicolor;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;48.741.157/0001-02 - TOP ESPORTE COMERCIO DE ARTIGOS ESPORTIVOS LTDA;69.6;1.0;NEDEL;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;1.0;;19/09/2025;69.6
160211-90003/2024;25;472016 - Bola futebol;Bola Futebol Material: 100% Termoplástico Poliuretano , Peso Cheia: 420 A 435 G, Circunferência: 66,5 A 67,5 CM, Modelo: Futebol Society;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;52.077.628/0001-99 - 52.077.628 ALEXANDRE ALTOBELE COSTA PEREIRA;60.99;0.0;TWISTER - PU;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;2.0;;19/09/2025;0.0
160211-90003/2024;26;375639 - Bola basquetebol;Bola Basquetebol Material: Pu , Peso Cheia: 510 A 565 G, Circunferência: 72 A 74 CM, Características Adicionais: Matrizada, Miolo Lubrificado , Modelo: Pró 6.4;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;52.755.750/0001-77 - VERTENTES MATERIAIS ESPORTIVOS LTDA;64.97;0.0;Basquete masculino m;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;1.0;;19/09/2025;0.0
160211-90003/2024;28;343576 - Bola futsal;Bola Futsal Material: Poliuretano , Peso Cheia: 410 A 440 G, Circunferência: 61 A 64 CM, Características Adicionais: Sem Costura, Válvula Removível E Lubrificada , Cor: Branca , Tipo: Oficial;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;52.755.750/0001-77 - VERTENTES MATERIAIS ESPORTIVOS LTDA;47.97;1.0;Futsal PU;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;1.0;;19/09/2025;47.97
160211-90003/2024;35;473726 - Prisma para topografia;Prisma Para Topografia Material: Nylon , Acabamento: Estrutura Soldada Em Alumínio , Características Adicionais: Padrão Oficial, Dimensões Aproximadas: 30 X 30 Cm;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;15;24.745.402/0001-83 - CHRISTIANE FRANCISCA VENTURINI KIRCHHOF 03423920009;15.0;0.0;OFICIAL 30X30;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;15.0;;19/09/2025;0.0
160211-90003/2024;41;450342 - Equipamento , acessórios desporto;Equipamento / Acessórios Desporto Tipo: Cinto De Tração Individual , Material: Eva Com Fechamento Em Velcro , Características Adicionais: Duplo Com 4 Elásticos , Uso: Treinamento De Arranque E Explosão;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;48.741.157/0001-02 - TOP ESPORTE COMERCIO DE ARTIGOS ESPORTIVOS LTDA;203.0;1.0;NEDEL;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;0.0;;19/09/2025;203.0
160211-90003/2024;43;602380 - Equipamento / Acessórios Desporto;Equipamento / Acessórios Desporto Tipo: Barra Horizontal, Tipo H , Material: Ferro/Aço , Dimensões: 120 CM, Uso: Barras De Musculação , Diâmetro: 30 M;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;53.211.921/0001-60 - CAIAN LTDA;240.0;1.0;aço cromado;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;0.0;;19/09/2025;240.0
160211-90003/2024;47;444210 - Bola medicinal;Bola Medicinal Material: Borracha , Peso: 5 KG, Aplicação: Ginástica E Treinamento Desportivo , Características Adicionais: Com Alça, Antiderrapante;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;52.755.750/0001-77 - VERTENTES MATERIAIS ESPORTIVOS LTDA;78.3;1.0;5KG;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;0.0;;19/09/2025;78.3
160211-90003/2024;48;439124 - Bola medicinal;Bola Medicinal Material: Sintético , Peso: 7 KG, Aplicação: Ginástica E Treinamento Desportivo;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;52.755.750/0001-77 - VERTENTES MATERIAIS ESPORTIVOS LTDA;121.12;1.0;10kg;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;0.0;;19/09/2025;121.12
160211-90003/2024;50;411185 - Aparelho , equipamento para condicionamento físico;Aparelho / Equipamento Para Condicionamento Físico Tipo: Bola Para Pilates , Modelo: Bola Suiça , Aplicação: Condicionamento Físico , Caracteristicas Adicionais: Diâmetro: 55 Cm/Pvc Antiderrapanetem/Carga: 300 Kg;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;48.741.157/0001-02 - TOP ESPORTE COMERCIO DE ARTIGOS ESPORTIVOS LTDA;30.45;1.0;NEDEL;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;0.0;;19/09/2025;30.45
160211-90003/2024;53;458829 - Aparelho;Aparelho / Equipamento Para Condicionamento Físico Tipo: Bola Para Pilates , Material: Pvc Antiderrapante , Aplicação: Condicionamento Físico , Caracteristicas Adicionais: Diâmetro: 85 Cm/Pvc Antiderrapanete;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;48.741.157/0001-02 - TOP ESPORTE COMERCIO DE ARTIGOS ESPORTIVOS LTDA;49.3;1.0;NEDEL;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;0.0;;19/09/2025;49.3
160211-90003/2024;63;480145 - Aparelho / Equipamento Para Condicionamento Físico;Aparelho / Equipamento Para Condicionamento Físico Tipo: Gaiola Exercícios Funcionais , Material: Aço, Aço Carbono, Alumínio, Polietileno, Poliamida , Aplicação: Condicionamento Físico , Caracteristicas Adicionais: Regulagem Altura, Apoio Para Os Pés;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;53.211.921/0001-60 - CAIAN LTDA;5694.0;1.0;crosstraining;Participante;90003;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material esportivo e educativo.;Unidade;160211;0.0;;19/09/2025;5694.0
160211-90004/2024;2;445115 - Alvo de tiro;Alvo De Tiro Material: Papel Cartão , Tipo: Retangular , Tamanho: 15 X 08 CM, Características Adicionais: Silhueta Preta;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;200;37.420.039/0001-78 - CGM GRAFICA E COMUNICACAO VISUAL LTDA;0.35;200.0;PRÓPRIA;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;0.0;;18/10/2025;70.0
160211-90004/2024;3;468994 - Alvo de tiro;Alvo De Tiro Material: Papel Cartão , Tipo: Silhueta , Tamanho: 100 X 50 CM, Características Adicionais: Silhueta Preta;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;100;37.420.039/0001-78 - CGM GRAFICA E COMUNICACAO VISUAL LTDA;2.2;100.0;PRÓPRIA;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;0.0;;18/10/2025;220.00000000000003
160211-90004/2024;4;250678 - Obréia;Obréia Material: Papel Celulose Vegetal , Formato: Circular , Apresentação: Auto Adesiva , Cor: Preta , Tamanho: Padrão , Aplicação: Cobrir Furos Causados Por Projéteis Nos Alvos.;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;15;38.261.300/0001-05 - P H P DE FREITAS RODRIGUES;4.5;15.0;TP19MM;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Rolo 1000,00 UN;160211;0.0;;18/10/2025;67.5
160211-90004/2024;5;250677 - Obréia;Obréia Material: Papel Celulose Vegetal , Formato: Circular , Apresentação: Auto Adesiva , Cor: Branca , Tamanho: Padrão , Aplicação: Cobrir Furos Causados Por Projéteis Nos Alvos.;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;15;38.261.300/0001-05 - P H P DE FREITAS RODRIGUES;4.5;15.0;TP19MM;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Rolo 1000,00 UN;160211;0.0;;18/10/2025;67.5
160211-90004/2024;6;608634 - Óculos proteção;Óculos Proteção Material Armação: Polímero , Tipo Proteção: Lateral/Frontal , Tipo Lente: Anti-Risco , Cor Lente: Incolor , Aplicação: Proteção Dos Olhos, Contra Poeira E Resíduos Do Ar , Características Adicionais: Uva/Uvb/Ajuste Comprimento Hastes , Material Lente: Policarbonato , Cor Armação: Amarela/Preta;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;30;43.058.709/0001-50 - PARANASEG EQUIPAMENTOS E SUPRIMENTOS INDUSTRIAIS LTDA;2.45;1.0;CA 48018;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;29.0;;18/10/2025;2.45
160211-90004/2024;7;457208 - Corante;Corante Material: Corante Pó Com Pigmentos , Cor: Verde , Aplicação: Multiuso , Apresentação: Caixa Com 500 Gramas , Tipo: Pó Xadrez / Vermelhão;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;5;14.968.227/0001-30 - FERGAVI COMERCIAL LTDA;14.38;0.0;ALPHACOLOR;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;5.0;;18/10/2025;0.0
160211-90004/2024;13;432375 - Barbante;Barbante Material: Algodão , Cor: Laranja , Diâmetro: 4 MM, Características Adicionais: Torcido;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;10;27.176.482/0001-91 - DOUGLAS CORDEIRO LTDA;14.4;10.0;BARBANTE;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;0.0;;18/10/2025;144.0
160211-90004/2024;15;440660 - Plástico;Plástico Material: Lisolene , Espessura: 0,20 MM, Cor: Variada , Largura: 1,38;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;08.583.283/0001-53 - SANTOS & SANTOS LTDA;119.0;1.0;50 metros;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Rolo 50,00 M;160211;0.0;;18/10/2025;119.0
160211-90004/2024;18;615588 - Caneta Esferográfica;Caneta Esferográfica Material: Termoplástico , Quantidade Cargas: 1 UN, Material Ponta: Latão Com Esfera De Tungstênio , Tipo Escrita: Fina , Cor Tinta: Azul , Características Adicionais: Corpo Sextavado Com Respiro, Tampa Removível Venti;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;04.176.836/0001-00 - RC TEIVE COMERCIO E DISTRIBUICAO LTDA;27.27;0.0;CRISTAL 0,8;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Caixa 50,00 UN;160211;2.0;;18/10/2025;0.0
160212-90001/2024;8;470286 - Óleo Lubrificante;Óleo Lubrificante Uso: Automotivo , Tipo: Sintético , Classificação: Api Ck-4 , Viscosidade: Sae 15w-40;160212 - 27 BATALHAO LOGISTICO;100;14.974.969/0001-78 - ROGAMA DISTRIBUIDORA E SERVICOS LTDA;259.24;100.0;Diesel Extra Plus 15;Participante;90001;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de óleos lubrificantes e afins para veículos automotores.;Galão 20,00 L;160212;0.0;;02/09/2025;25924.0
160212-90001/2024;13;471985 - Óleo Lubrificante;Óleo Lubrificante Uso: Industrial , Tipo: Mineral , Classificação: Allison C4 , Viscosidade: Sae 10w;160212 - 27 BATALHAO LOGISTICO;60;07.463.727/0001-54 - A. L. DOS SANTOS LOPES LTDA - LUBRIFICACAO;365.75;0.0;X1 MAXX;Participante;90001;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de óleos lubrificantes e afins para veículos automotores.;Galão 20,00 L;160212;60.0;;02/09/2025;0.0
160212-90001/2024;25;473129 - Óleo Lubrificante;Óleo Lubrificante Uso: Automotivo , Tipo: Sintético , Classificação: Atf , Viscosidade: Sae 32;160212 - 27 BATALHAO LOGISTICO;20;07.463.727/0001-54 - A. L. DOS SANTOS LOPES LTDA - LUBRIFICACAO;330.0;20.0;X1 MAXX;Participante;90001;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de óleos lubrificantes e afins para veículos automotores.;Galão 20,00 L;160212;0.0;;02/09/2025;6600.0
160212-90001/2024;27;471985 - Óleo Lubrificante;Óleo Lubrificante Uso: Industrial , Tipo: Mineral , Classificação: Allison C4 , Viscosidade: Sae 10w;160212 - 27 BATALHAO LOGISTICO;20;07.463.727/0001-54 - A. L. DOS SANTOS LOPES LTDA - LUBRIFICACAO;310.0;0.0;X1 MAXX;Participante;90001;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de óleos lubrificantes e afins para veículos automotores.;Galão 20,00 L;160212;20.0;;02/09/2025;0.0
160212-90001/2024;28;467556 - Óleo Lubrificante;Óleo Lubrificante Uso: Industrial , Tipo: Mineral , Classificação: Multiuso , Viscosidade: Iso Vg 68;160212 - 27 BATALHAO LOGISTICO;20;53.876.295/0001-20 - A C P TEODORO LTDA;227.98;0.0;HIDRAULICO 68;Participante;90001;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de óleos lubrificantes e afins para veículos automotores.;Galão 20,00 L;160212;20.0;;02/09/2025;0.0
160212-90001/2024;30;233181 - Graxa;Graxa Tipo Base: Óleo Mineral , Tipo Espessante: Lítio , Tipo Aditivos: Anticorrosivo/Antioxidante/Adesividade/Anti-Ferru- , Aplicação: Automotiva , Características Adicionais: Não Aplicável;160212 - 27 BATALHAO LOGISTICO;500;36.374.350/0001-65 - DIOGO EMANUEL KUHN & CIA. LTDA;6.96;500.0;ÓLEO DESENGRIPANTE E;Participante;90001;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de óleos lubrificantes e afins para veículos automotores.;Lata 300,00 ML;160212;0.0;;02/09/2025;3480.0
160212-90001/2024;31;263282 - Descarbonizante;Descarbonizante Apresentação: Líquido , Cor: Marrom Escuro , Aplicação: Limpeza Bico Injetor Motores Automotivos;160212 - 27 BATALHAO LOGISTICO;20;46.310.289/0001-46 - LUBE PACK COMERCIAL LTDA;13.84;20.0;RADNAQ;Participante;90001;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de óleos lubrificantes e afins para veículos automotores.;Unidade;160212;0.0;;02/09/2025;276.8
160212-90002/2024;4;419343 - Bateria automotiva;Bateria Automotiva Tipo: Selada , Tensão Nominal: 12 V, Capacidade Nominal: 100 AH, Sistema Eletroquímico: Chumbo-Ácido;160212 - 27 BATALHAO LOGISTICO;4;22.941.533/0001-00 - EMERSON FERNANDO DE SOUZA LIMA LTDA;539.0;4.0;JMFPF 100E;Participante;90002;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de baterias para veículos automotores.;Unidade;160212;0.0;;18/12/2025;2156.0
160212-90006/2024;1;605543 - Tinta Laca;Tinta Laca Componentes: Laca Nitrocelulose , Cor: Verde Floresta Fosco , Aplicação: Pintura Automotiva;160212 - 27 BATALHAO LOGISTICO;60;47.122.108/0001-10 - NOVA POMPEIA COMERCIO VAREJISTA E ATACADISTA DE TINTAS E FERRAMENTAS LTDA;129.99;60.0;FÊNIX;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Galão 3,60 L;160212;0.0;;19/12/2025;7799.400000000001
160212-90006/2024;2;242614 - Tinta Laca;Tinta Laca Componentes: Nitrocelulose , Prazo Validade: 36 MÊS, Cor: Vermelho Terra , Tipo Acabamento: Fosco , Aplicação: Pintura Automotiva;160212 - 27 BATALHAO LOGISTICO;60;47.122.108/0001-10 - NOVA POMPEIA COMERCIO VAREJISTA E ATACADISTA DE TINTAS E FERRAMENTAS LTDA;137.74;60.0;FÊNIX;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Galão 3,60 L;160212;0.0;;19/12/2025;8264.400000000001
160212-90006/2024;3;616787 - Tinta demarcação sinalização;Tinta Demarcação Sinalização Base: Solvente , Tipo: Fosco , Cor: Verde , Características Adicionais: Fotoluminescente , Aplicação: Marcação Faixas Em Piso, Asfalto E Sinalização;160212 - 27 BATALHAO LOGISTICO;100;47.122.108/0001-10 - NOVA POMPEIA COMERCIO VAREJISTA E ATACADISTA DE TINTAS E FERRAMENTAS LTDA;310.36;100.0;FÊNIX;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Galão 3,60 L;160212;0.0;;19/12/2025;31036.0
160212-90006/2024;4;441457 - Tinta Automotiva;Tinta Automotiva Composição: Laca Nitrocelulose , Cor: Verde Floresta;160212 - 27 BATALHAO LOGISTICO;100;47.122.108/0001-10 - NOVA POMPEIA COMERCIO VAREJISTA E ATACADISTA DE TINTAS E FERRAMENTAS LTDA;310.38;100.0;FÊNIX;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Galão 3,60 L;160212;0.0;;19/12/2025;31038.0
160212-90006/2024;5;235797 - Tinta Laca;Tinta Laca Componentes: Nitrocelulose , Prazo Validade: 36 MÊS, Cor: Branca;160212 - 27 BATALHAO LOGISTICO;60;08.403.769/0001-62 - AEROQUALITY COMERCIO DE PRODUTOS E SERVICOS LTDA;162.97;60.0;LACA AUTOMOTIVO;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Galão 3,60 L;160212;0.0;;19/12/2025;9778.2
160212-90006/2024;8;616042 - Diluente tinta;Diluente Tinta Composição: Etanol, Acetato De Etila E  Tolueno, Isento De Ben , Aspecto Físico: Líquido , Cor: Incolor , Características Adicionais: Conforme Norma Nbr/Abnt 14725;160212 - 27 BATALHAO LOGISTICO;200;56.124.875/0001-50 - SATURNO DISTRIBUIDORA LTDA;13.9;145.0;ITAQUA;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Lata 900,00 ML;160212;55.0;;19/12/2025;2015.5
160212-90006/2024;15;240925 - Aguarrás;Aguarrás Teor Máximo Benzeno: 1% Peso , Teor Máximo Enxofre: 1% Peso , Ponto Fulgor: 38 °C, Ponto Fusão: 216 °C, Teor Aromáticos: 5 A 7 PER, Teor Alifáticos: 93 A 95 PER, Viscosidade: 1,15 CST, Aplicação: Formulação Tintas E Vernizes Base Alquídica;160212 - 27 BATALHAO LOGISTICO;20;56.124.875/0001-50 - SATURNO DISTRIBUIDORA LTDA;59.71;20.0;ITAQUA;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Galão 5,00 L;160212;0.0;;19/12/2025;1194.2
160212-90006/2024;17;606949 - Desengraxante;Desengraxante Aspecto Físico: Líquido , Composição: Solvente Isômetros Estruturais De C11h24 A C13h28 , Aplicação: Remoção  De Oleos E Graxa De Teares;160212 - 27 BATALHAO LOGISTICO;20;08.403.769/0001-62 - AEROQUALITY COMERCIO DE PRODUTOS E SERVICOS LTDA;40.0;20.0;DESENGRAXANTE;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Unidade;160212;0.0;;19/12/2025;800.0
160212-90006/2024;22;259735 - Solvente;Solvente Aspecto Físico: Líquido , Aplicação: Diluição Tinta;160212 - 27 BATALHAO LOGISTICO;50;47.122.108/0001-10 - NOVA POMPEIA COMERCIO VAREJISTA E ATACADISTA DE TINTAS E FERRAMENTAS LTDA;89.99;50.0;FÊNIX;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Galão 5,00 L;160212;0.0;;19/12/2025;4499.5
160212-90006/2024;51;377785 - Eletrodo solda;Eletrodo Solda Material Indicado: Aço Carbono , Forma: Vareta , Diâmetro: 2,50 MM, Comprimento: 350 MM, Normas Técnicas: Aws Sfa 5.1 E 6013 , Características Adicionais: Cilíndrico E Revestido;160212 - 27 BATALHAO LOGISTICO;10;08.658.622/0001-13 - J. J. VITALLI;15.6;10.0;Worker;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Unidade;160212;0.0;;19/12/2025;156.0
160212-90006/2024;52;396594 - Eletrodo solda;Eletrodo Solda Material Indicado: Aço Baixo E Médio Teor Carbono , Forma: Vareta , Diâmetro: 3,25 MM, Comprimento: 350 MM, Normas Técnicas: Aws E 6013;160212 - 27 BATALHAO LOGISTICO;10;08.658.622/0001-13 - J. J. VITALLI;14.68;10.0;Worker;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Unidade;160212;0.0;;19/12/2025;146.8
160212-90006/2024;53;371870 - Eletrodo solda;Eletrodo Solda Material Indicado: Aço Carbono , Forma: Vareta , Diâmetro: 3,25 MM, Comprimento: 350 MM, Normas Técnicas: Aws E 7018;160212 - 27 BATALHAO LOGISTICO;10;47.122.108/0001-10 - NOVA POMPEIA COMERCIO VAREJISTA E ATACADISTA DE TINTAS E FERRAMENTAS LTDA;18.4;10.0;VONDER;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Unidade;160212;0.0;;19/12/2025;184.0
160212-90006/2024;54;313842 - Eletrodo solda;"Eletrodo Solda Material Indicado: Aço Carbono , Forma: Vareta , Formato: Redondo , Diâmetro: 3,20 MM, Normas Técnicas: Aws A5.1/81, Classe E-6010 , Características Adicionais: Certificação Tipo ""B"" Emitida P/Fbts Válida Época";160212 - 27 BATALHAO LOGISTICO;10;24.210.851/0001-27 - BILHA COMERCIO E AUTOMACAO INDUSTRIAL LTDA;26.08;10.0;E6010 com 3.25 mm AW;Participante;90006;2024;160212 - 27 BATALHAO LOGISTICO;Aquisição de insumos em Lanternagem/Pintura e Correaria;Unidade;160212;0.0;;19/12/2025;260.79999999999995
